Well_ID,Date,"Cumulative Gas Production, ft3","Cumulative Oil Production, BBL","Cumulative Water Production, BBL"
12,2022-Aug-01 00:00:00,62907609088,49533548,1964099.125
12,2022-Sep-01 00:00:00,63896051712,50311852,2006375.75
12,2022-Oct-01 00:00:00,64843964416,51058240,2047158.625
12,2022-Nov-01 00:00:00,65815216128,51823004,2089177.625
12,2022-Dec-01 00:00:00,66747305984,52556936,2129856.75
12,2023-Jan-01 00:00:00,67703152640,53309564,2172022.5
12,2023-Feb-01 00:00:00,68650520576,54055524,2214422.25
12,2023-Mar-01 00:00:00,69498814464,54723476,2252901.75
12,2023-Apr-01 00:00:00,70428753920,55455708,2295693.25
12,2023-May-01 00:00:00,71319339008,56156960,2337282
12,2023-Jun-01 00:00:00,72230141952,56874136,2380431.75
12,2023-Jul-01 00:00:00,73102958592,57561388,2422368.75
12,2023-Aug-01 00:00:00,73996435456,58264912,2465893
12,2023-Sep-01 00:00:00,74881957888,58962176,2509589.25
12,2023-Oct-01 00:00:00,75731918848,59631432,2552007
12,2023-Nov-01 00:00:00,76603506688,60317728,2595946.5
12,2023-Dec-01 00:00:00,77440933888,60977112,2638592.5
12,2024-Jan-01 00:00:00,78299996160,61653544,2682955.25
12,2024-Feb-01 00:00:00,79152922624,62325132,2727698.25
12,2024-Mar-01 00:00:00,79945555968,62949260,2769913
12,2024-Apr-01 00:00:00,80787619840,63612300,2815424.5
12,2024-May-01 00:00:00,81597661184,64250128,2859850
12,2024-Jun-01 00:00:00,82430246912,64905704,2906157
12,2024-Jul-01 00:00:00,83231891456,65536924,2951356.75
12,2024-Aug-01 00:00:00,84056293376,66186056,2998450.25
12,2024-Sep-01 00:00:00,84876902400,66832208,3045905.5
12,2024-Oct-01 00:00:00,85667643392,67454840,3092145.25
12,2024-Nov-01 00:00:00,86481805312,68095912,3140136
12,2024-Dec-01 00:00:00,87267139584,68714280,3186763.25
12,2025-Jan-01 00:00:00,88076025856,69351200,3235181.5
12,2025-Feb-01 00:00:00,88882339840,69986088,3283873.5
12,2025-Mar-01 00:00:00,89608486912,70557864,3328124.25
12,2025-Apr-01 00:00:00,90410115072,71189064,3377460.5
12,2025-May-01 00:00:00,91183644672,71798144,3425573.25
12,2025-Jun-01 00:00:00,91980693504,72425744,3475686.25
12,2025-Jul-01 00:00:00,92749905920,73031424,3524573.25
12,2025-Aug-01 00:00:00,93542637568,73655624,3575491.25
12,2025-Sep-01 00:00:00,94333313024,74278200,3626801.5
12,2025-Oct-01 00:00:00,95096627200,74879232,3676822.5
12,2025-Nov-01 00:00:00,95883526144,75498840,3728894.25
13,2019-Apr-01 00:00:00,0,0,0
13,2019-May-01 00:00:00,1751544832,1379169.125,42625.39063
13,2019-Jun-01 00:00:00,3503891200,2758969.25,87630.21094
13,2019-Jul-01 00:00:00,5152659456,4057212.25,131580.2656
13,2019-Aug-01 00:00:00,6818571264,5368953.5,177901.2813
13,2019-Sep-01 00:00:00,8451600896,6654803.5,225420.9375
13,2019-Oct-01 00:00:00,10001624064,7875293.5,273043.375
13,2019-Nov-01 00:00:00,11565700096,9106851,324373.4688
13,2019-Dec-01 00:00:00,13046209536,10272606,374987
13,2020-Jan-01 00:00:00,14544606208,11452445,427284.5938
13,2020-Feb-01 00:00:00,15950696448,12559604,477638.1563
13,2020-Mar-01 00:00:00,17188524032,13534272,522792.5
13,2020-Apr-01 00:00:00,18452465664,14529500,569575.75
13,2020-May-01 00:00:00,19626170368,15453675,613935.125
13,2020-Jun-01 00:00:00,20794976256,16373997,659067.375
13,2020-Jul-01 00:00:00,21888602112,17235118,702115.25
13,2020-Aug-01 00:00:00,22984472576,18098010,745971
13,2020-Sep-01 00:00:00,24048924672,18936160,789232.75
13,2020-Oct-01 00:00:00,25051627520,19725692,830573.4375
13,2020-Nov-01 00:00:00,26062051328,20521302,872789.9375
13,2020-Dec-01 00:00:00,27016667136,21272966,913158.0625
13,2021-Jan-01 00:00:00,27981420544,22032616,954328.5625
13,2021-Feb-01 00:00:00,28925870080,22776276,995112
13,2021-Mar-01 00:00:00,29762750464,23435236,1031739.375
13,2021-Apr-01 00:00:00,30672121856,24151276,1072114.375
13,2021-May-01 00:00:00,31536429056,24831836,1111057.5
13,2021-Jun-01 00:00:00,32414255104,25523036,1151208
13,2021-Jul-01 00:00:00,33249955840,26181068,1190039.875
13,2021-Aug-01 00:00:00,34099922944,26850332,1230223.875
13,2021-Sep-01 00:00:00,34937077760,27509510,1270484.75
13,2021-Oct-01 00:00:00,35735789568,28138416,1309562.5
13,2021-Nov-01 00:00:00,36550074368,28779584,1350052.875
13,2021-Dec-01 00:00:00,37328068608,29392184,1389375.5
13,2022-Jan-01 00:00:00,38122246144,30017516,1430210.25
13,2022-Feb-01 00:00:00,38907424768,30635766,1471218
13,2022-Mar-01 00:00:00,39609434112,31188532,1508406.25
13,2022-Apr-01 00:00:00,40379232256,31794668,1549764.625
13,2022-May-01 00:00:00,41117159424,32375716,1589991.875
13,2022-Jun-01 00:00:00,41872822272,32970728,1631794.5
13,2022-Jul-01 00:00:00,42597822464,33541590,1672499.25
13,2022-Aug-01 00:00:00,43340816384,34126628,1714854
13,2022-Sep-01 00:00:00,44077682688,34706836,1757577.125
13,2022-Oct-01 00:00:00,44785229824,35263960,1799296.5
13,2022-Nov-01 00:00:00,45511000064,35835432,1842808
13,2022-Dec-01 00:00:00,46208364544,36384540,1885332.25
13,2023-Jan-01 00:00:00,46924374016,36948328,1929702.75
13,2023-Feb-01 00:00:00,47635062784,37507924,1974589.5
13,2023-Mar-01 00:00:00,48272326656,38009708,2015470.125
13,2023-Apr-01 00:00:00,48972402688,38560944,2061018.25
13,2023-May-01 00:00:00,49644417024,39090092,2105375
13,2023-Jun-01 00:00:00,50333208576,39632448,2151492.25
13,2023-Jul-01 00:00:00,50994573312,40153208,2196404
13,2023-Aug-01 00:00:00,51672834048,40687268,2243115
13,2023-Sep-01 00:00:00,52346175488,41217460,2290141.5
13,2023-Oct-01 00:00:00,52993363968,41727060,2335965.25
13,2023-Nov-01 00:00:00,53657821184,42250256,2383653
13,2023-Dec-01 00:00:00,54296887296,42753456,2430152.5
13,2024-Jan-01 00:00:00,54953213952,43270244,2478619
13,2024-Feb-01 00:00:00,55605665792,43783988,2527520
13,2024-Mar-01 00:00:00,56212725760,44261988,2573669.5
13,2024-Apr-01 00:00:00,56858337280,44770344,2623444.75
13,2024-May-01 00:00:00,57479995392,45259840,2672073.75
13,2024-Jun-01 00:00:00,58119274496,45763208,2722820.25
13,2024-Jul-01 00:00:00,58735177728,46248172,2772412
13,2024-Aug-01 00:00:00,59369226240,46747424,2824116
13,2024-Sep-01 00:00:00,60000993280,47244880,2876305.75
13,2024-Oct-01 00:00:00,60610306048,47724648,2927304.75
13,2024-Nov-01 00:00:00,61237846016,48218780,2980535.25
13,2024-Dec-01 00:00:00,61843165184,48695408,3032558
13,2025-Jan-01 00:00:00,62466580480,49186284,3086864.25
13,2025-Feb-01 00:00:00,63087960064,49675560,3141718
13,2025-Mar-01 00:00:00,63647567872,50116196,3191717.75
13,2025-Apr-01 00:00:00,64265359360,50602648,3247587.5
13,2025-May-01 00:00:00,64861548544,51072084,3302160
13,2025-Jun-01 00:00:00,65475903488,51555832,3359077
13,2025-Jul-01 00:00:00,66068840448,52022712,3414668.25
13,2025-Aug-01 00:00:00,66679824384,52503800,3472669.75
13,2025-Sep-01 00:00:00,67289104384,52983544,3531237
13,2025-Oct-01 00:00:00,67877167104,53446592,3588450.5
13,2025-Nov-01 00:00:00,68483289088,53923852,3648125.25
14,2019-Apr-01 00:00:00,0,0,0
14,2019-May-01 00:00:00,2055831680,1618765,48861.03125
14,2019-Jun-01 00:00:00,4121951232,3245631.25,98397.38281
14,2019-Jul-01 00:00:00,6070492160,4779915,145918.0156
14,2019-Aug-01 00:00:00,8041533952,6331917,195401.6563
14,2019-Sep-01 00:00:00,9973562368,7853198.5,246033.9063
14,2019-Oct-01 00:00:00,11804433408,9294830,297182.2188
14,2019-Nov-01 00:00:00,13648437248,10746801,352425.375
14,2019-Dec-01 00:00:00,15391430656,12119237,406713.375
14,2020-Jan-01 00:00:00,17154375680,13507382,462751.5
14,2020-Feb-01 00:00:00,18879922176,14866079,518361.625
14,2020-Mar-01 00:00:00,20456384512,16107390,569721
14,2020-Apr-01 00:00:00,22100480000,17401954,623738
14,2020-May-01 00:00:00,23650131968,18622152,675059.3125
14,2020-Jun-01 00:00:00,25208942592,19849560,727088.5625
14,2020-Jul-01 00:00:00,26677196800,21005668,776462.75
14,2020-Aug-01 00:00:00,28154515456,22168910,826465.125
14,2020-Sep-01 00:00:00,29593059328,23301620,875443.375
14,2020-Oct-01 00:00:00,30950119424,24370172,921849.5625
14,2020-Nov-01 00:00:00,32318226432,25447422,968881.0625
14,2020-Dec-01 00:00:00,33610217472,26464736,1013581.563
14,2021-Jan-01 00:00:00,34914000896,27491340,1058986.625
14,2021-Feb-01 00:00:00,36188065792,28494538,1103667.875
14,2021-Mar-01 00:00:00,37315104768,29381972,1143455.5
14,2021-Apr-01 00:00:00,38537666560,30344616,1186875
14,2021-May-01 00:00:00,39697506304,31257878,1228327.875
14,2021-Jun-01 00:00:00,40873377792,32183762,1270583.375
14,2021-Jul-01 00:00:00,41991102464,33063856,1310911.25
14,2021-Aug-01 00:00:00,43126484992,33957860,1352013.75
14,2021-Sep-01 00:00:00,44243038208,34837036,1392674.75
14,2021-Oct-01 00:00:00,45306417152,35674344,1431764.5
14,2021-Nov-01 00:00:00,46388346880,36526260,1472000.125
14,2021-Dec-01 00:00:00,47419924480,37338520,1510863.25
14,2022-Jan-01 00:00:00,48470671360,38165884,1551039.125
14,2022-Feb-01 00:00:00,49507164160,38982016,1591191.25
14,2022-Mar-01 00:00:00,50431991808,39710232,1627397.125
14,2022-Apr-01 00:00:00,51444088832,40507156,1667464.125
14,2022-May-01 00:00:00,52412436480,41269636,1706206.375
14,2022-Jun-01 00:00:00,53402341376,42049088,1746214
14,2022-Jul-01 00:00:00,54350585856,42795736,1784893.5
14,2022-Aug-01 00:00:00,55320891392,43559756,1824898.75
14,2022-Sep-01 00:00:00,56281903104,44316460,1865003.875
14,2022-Oct-01 00:00:00,57203449856,45042088,1903961.625
14,2022-Nov-01 00:00:00,58147377152,45785336,1944430.875
14,2022-Dec-01 00:00:00,59052969984,46498400,1983877.25
14,2023-Jan-01 00:00:00,59980480512,47228728,2024894.875
14,2023-Feb-01 00:00:00,60890497024,47945272,2065678.75
14,2023-Mar-01 00:00:00,61698134016,48581208,2102262.5
14,2023-Apr-01 00:00:00,62578331648,49274280,2142598.5
14,2023-May-01 00:00:00,63418253312,49935628,2181558.5
14,2023-Jun-01 00:00:00,64275353600,50610516,2221760
14,2023-Jul-01 00:00:00,65095577600,51256364,2260636.5
14,2023-Aug-01 00:00:00,65934495744,51916924,2300808.25
14,2023-Sep-01 00:00:00,66765426688,52571200,2341022.5
14,2023-Oct-01 00:00:00,67562512384,53198824,2380043.75
14,2023-Nov-01 00:00:00,68379303936,53841976,2420552.75
14,2023-Dec-01 00:00:00,69163106304,54459140,2460180
14,2024-Jan-01 00:00:00,69966471168,55091708,2501641.5
14,2024-Feb-01 00:00:00,70763659264,55719420,2543590.25
14,2024-Mar-01 00:00:00,71504216064,56302536,2583243.75
14,2024-Apr-01 00:00:00,72290721792,56921828,2626039.75
14,2024-May-01 00:00:00,73047121920,57517416,2667840
14,2024-Jun-01 00:00:00,73824288768,58129360,2711417.5
14,2024-Jul-01 00:00:00,74572357632,58718384,2753954.75
14,2024-Aug-01 00:00:00,75341488128,59324000,2798252.75
14,2024-Sep-01 00:00:00,76107104256,59926848,2842824.75
14,2024-Oct-01 00:00:00,76844965888,60507844,2886181.5
14,2024-Nov-01 00:00:00,77604798464,61106140,2931123.5
14,2024-Dec-01 00:00:00,78337703936,61683236,2974791.75
14,2025-Jan-01 00:00:00,79092547584,62277592,3020189
14,2025-Feb-01 00:00:00,79844851712,62869964,3065946.5
14,2025-Mar-01 00:00:00,80522207232,63403320,3107632.25
14,2025-Apr-01 00:00:00,81269751808,63991932,3154234
14,2025-May-01 00:00:00,81990877184,64559744,3199799.75
14,2025-Jun-01 00:00:00,82733711360,65144652,3247381.5
14,2025-Jul-01 00:00:00,83450404864,65708980,3293907.75
14,2025-Aug-01 00:00:00,84188831744,66290416,3342479.25
14,2025-Sep-01 00:00:00,84925194240,66870232,3391554.5
14,2025-Oct-01 00:00:00,85635956736,67429888,3439535
14,2025-Nov-01 00:00:00,86368575488,68006752,3489622
15,2019-Apr-01 00:00:00,0,0,0
15,2019-May-01 00:00:00,1680805376,1323468.75,37743.35938
15,2019-Jun-01 00:00:00,3329737472,2621840.5,76246.76563
15,2019-Jul-01 00:00:00,4851326976,3819942.5,115188.5313
15,2019-Aug-01 00:00:00,6370079744,5015811,156421.75
15,2019-Sep-01 00:00:00,7847909888,6179456.5,198178.3281
15,2019-Oct-01 00:00:00,9245495296,7279917,238847.0156
15,2019-Nov-01 00:00:00,10653193216,8388341,281324.9688
15,2019-Dec-01 00:00:00,11981777920,9434471,322813
15,2020-Jan-01 00:00:00,13322123264,10489861,365885.25
15,2020-Feb-01 00:00:00,14631505920,11520871,408862.0313
15,2020-Mar-01 00:00:00,15827594240,12462673,448870.5
15,2020-Apr-01 00:00:00,17076359168,13445952,491363.0313
15,2020-May-01 00:00:00,18255329280,14374277,532158.625
15,2020-Jun-01 00:00:00,19443787776,15310069,573927.1875
15,2020-Jul-01 00:00:00,20566067200,16193753,613958.1875
15,2020-Aug-01 00:00:00,21698545664,17085468,654934.625
15,2020-Sep-01 00:00:00,22804961280,17956662,695542.25
15,2020-Oct-01 00:00:00,23852347392,18781378,734526.8125
15,2020-Nov-01 00:00:00,24912322560,19616002,774542.0625
15,2020-Dec-01 00:00:00,25917489152,20407472,813072.875
15,2021-Jan-01 00:00:00,26936281088,21209670,852743
15,2021-Feb-01 00:00:00,27936462848,21997216,892306.6875
15,2021-Mar-01 00:00:00,28825147392,22696966,927985.3125
15,2021-Apr-01 00:00:00,29793398784,23459368,967477.3125
15,2021-May-01 00:00:00,30716131328,24185928,1005714.438
15,2021-Jun-01 00:00:00,31655938048,24925936,1045237.75
15,2021-Jul-01 00:00:00,32553353216,25632562,1083463.875
15,2021-Aug-01 00:00:00,33468870656,26353442,1122992
15,2021-Sep-01 00:00:00,34373152768,27065472,1162591.75
15,2021-Oct-01 00:00:00,35238260736,27746664,1201005.125
15,2021-Nov-01 00:00:00,36122599424,28442992,1240791.625
15,2021-Dec-01 00:00:00,36969738240,29110032,1279388.375
15,2022-Jan-01 00:00:00,37836746752,29792712,1319379.125
15,2022-Feb-01 00:00:00,38695776256,30469116,1359496.625
15,2022-Mar-01 00:00:00,39465164800,31074932,1395860.375
15,2022-Apr-01 00:00:00,40310149120,31740272,1436295
15,2022-May-01 00:00:00,41121390592,32379046,1475608.75
15,2022-Jun-01 00:00:00,41953419264,33034186,1516419.25
15,2022-Jul-01 00:00:00,42752864256,33663672,1556108.875
15,2022-Aug-01 00:00:00,43573334016,34309716,1597340.75
15,2022-Sep-01 00:00:00,44388360192,34951464,1638812.375
15,2022-Oct-01 00:00:00,45172064256,35568552,1679214
15,2022-Nov-01 00:00:00,45976829952,36202228,1721363.75
15,2022-Dec-01 00:00:00,46750998528,36811808,1762523
15,2023-Jan-01 00:00:00,47538601984,37431972,1805038.625
15,2023-Feb-01 00:00:00,48295063552,38027608,1846671.25
15,2023-Mar-01 00:00:00,48964890624,38555032,1883977.375
15,2023-Apr-01 00:00:00,49696067584,39130760,1925175.125
15,2023-May-01 00:00:00,50395680768,39681640,1965064.25
15,2023-Jun-01 00:00:00,51111694336,40245432,2006387.5
15,2023-Jul-01 00:00:00,51798818816,40786472,2046540.625
15,2023-Aug-01 00:00:00,52503486464,41341328,2088250.25
15,2023-Sep-01 00:00:00,53203197952,41892280,2130221
15,2023-Oct-01 00:00:00,53875941376,42422000,2171142
15,2023-Nov-01 00:00:00,54567010304,42966152,2213743
15,2023-Dec-01 00:00:00,55232561152,43490204,2255169.5
15,2024-Jan-01 00:00:00,55917039616,44029168,2298281
15,2024-Feb-01 00:00:00,56598196224,44565508,2341808.25
15,2024-Mar-01 00:00:00,57232478208,45064944,2382960.75
15,2024-Apr-01 00:00:00,57907474432,45596436,2427454
15,2024-May-01 00:00:00,58557841408,46108536,2471027
15,2024-Jun-01 00:00:00,59227103232,46635516,2516575.75
15,2024-Jul-01 00:00:00,59872161792,47143432,2561173.25
15,2024-Aug-01 00:00:00,60536233984,47666328,2607797.25
15,2024-Sep-01 00:00:00,61197864960,48187292,2654978.75
15,2024-Oct-01 00:00:00,61835890688,48689680,2701170.25
15,2024-Nov-01 00:00:00,62492880896,49206992,2749468
15,2024-Dec-01 00:00:00,63126495232,49705904,2796765.5
15,2025-Jan-01 00:00:00,63778983936,50219676,2846251
15,2025-Feb-01 00:00:00,64429244416,50731688,2896382
15,2025-Mar-01 00:00:00,65014751232,51192716,2942202.25
15,2025-Apr-01 00:00:00,65660858368,51701460,2993565.75
15,2025-May-01 00:00:00,66283520000,52191748,3044033
15,2025-Jun-01 00:00:00,66924351488,52696340,3096940.75
15,2025-Jul-01 00:00:00,67542048768,53182712,3148876
15,2025-Aug-01 00:00:00,68177846272,53683344,3203308
15,2025-Sep-01 00:00:00,68811194368,54182048,3258511.5
15,2025-Oct-01 00:00:00,69421965312,54662964,3312637
15,2025-Nov-01 00:00:00,70051151872,55158388,3369222.5
16,2019-Apr-01 00:00:00,0,0,0
16,2019-May-01 00:00:00,1438999168,1133070.125,34689.92969
16,2019-Jun-01 00:00:00,2883169280,2270212,71939.79688
16,2019-Jul-01 00:00:00,4242617344,3340643.5,110293.8359
16,2019-Aug-01 00:00:00,5619399168,4424723.5,152071.0625
16,2019-Sep-01 00:00:00,6973940736,5491291.5,195949.5313
16,2019-Oct-01 00:00:00,8266530304,6509079,240257.9375
16,2019-Nov-01 00:00:00,9584760832,7547056,287171.8438
16,2019-Dec-01 00:00:00,10846158848,8540283,332904.2813
16,2020-Jan-01 00:00:00,12135053312,9555160,380410.125
16,2020-Feb-01 00:00:00,13407403008,10557009,428065.4688
16,2020-Mar-01 00:00:00,14577994752,11478736,472586.5938
16,2020-Apr-01 00:00:00,15807755264,12447051,519989.8125
16,2020-May-01 00:00:00,16977120256,13367812,565628
16,2020-Jun-01 00:00:00,18165153792,14303272,612512.9375
16,2020-Jul-01 00:00:00,19296129024,15193802,657602.5625
16,2020-Aug-01 00:00:00,20446523392,16099625,703877.75
16,2020-Sep-01 00:00:00,21578997760,16991338,749875.375
16,2020-Oct-01 00:00:00,22658580480,17841402,794106.875
16,2020-Nov-01 00:00:00,23758112768,18707176,839526.75
16,2020-Dec-01 00:00:00,24807065600,19533124,883207.125
16,2021-Jan-01 00:00:00,25875920896,20374740,928080.4375
16,2021-Feb-01 00:00:00,26930112512,21204814,972707.5
16,2021-Mar-01 00:00:00,27870343168,21945152,1012796.188
16,2021-Apr-01 00:00:00,28898287616,22754558,1056911.75
16,2021-May-01 00:00:00,29880778752,23528172,1099349.375
16,2021-Jun-01 00:00:00,30883620864,24317812,1142987.875
16,2021-Jul-01 00:00:00,31842631680,25072938,1185041.75
16,2021-Aug-01 00:00:00,32822075392,25844154,1228350.625
16,2021-Sep-01 00:00:00,33790273536,26606514,1271536.875
16,2021-Oct-01 00:00:00,34716991488,27336214,1313211.375
16,2021-Nov-01 00:00:00,35664486400,28082272,1356129.25
16,2021-Dec-01 00:00:00,36572069888,28796908,1397515.5
16,2022-Jan-01 00:00:00,37500592128,29528026,1440163.625
16,2022-Feb-01 00:00:00,38419951616,30251932,1482741.625
16,2022-Mar-01 00:00:00,39242924032,30899938,1521114.25
16,2022-Apr-01 00:00:00,40146378752,31611322,1563498.75
16,2022-May-01 00:00:00,41013260288,32293904,1604451.375
16,2022-Jun-01 00:00:00,41901682688,32993448,1646718.5
16,2022-Jul-01 00:00:00,42754617344,33665056,1687575
16,2022-Aug-01 00:00:00,43629260800,34353748,1729753
16,2022-Sep-01 00:00:00,44497289216,35037236,1771922
16,2022-Oct-01 00:00:00,45331226624,35693880,1812762.5
16,2022-Nov-01 00:00:00,46186975232,36367696,1855033.75
16,2022-Dec-01 00:00:00,47009517568,37015368,1896027.375
16,2023-Jan-01 00:00:00,47853494272,37679920,1938448
16,2023-Feb-01 00:00:00,48683372544,38333364,1980617.5
16,2023-Mar-01 00:00:00,49421053952,38914216,2018441.625
16,2023-Apr-01 00:00:00,50226393088,39548344,2060084.625
16,2023-May-01 00:00:00,50996248576,40154528,2100237.25
16,2023-Jun-01 00:00:00,51783143424,40774128,2141659.75
16,2023-Jul-01 00:00:00,52537237504,41367904,2181738
16,2023-Aug-01 00:00:00,53309480960,41975968,2223191.5
16,2023-Sep-01 00:00:00,54075236352,42578924,2264711
16,2023-Oct-01 00:00:00,54810562560,43157924,2304974.5
16,2023-Nov-01 00:00:00,55564886016,43751880,2346691.5
16,2023-Dec-01 00:00:00,56289828864,44322696,2387233.25
16,2024-Jan-01 00:00:00,57033875456,44908564,2429399.75
16,2024-Feb-01 00:00:00,57773051904,45490592,2471895.25
16,2024-Mar-01 00:00:00,58460315648,46031744,2511993.25
16,2024-Apr-01 00:00:00,59190636544,46606800,2555248.75
16,2024-May-01 00:00:00,59893235712,47160028,2597476
16,2024-Jun-01 00:00:00,60615168000,47728476,2641432.75
16,2024-Jul-01 00:00:00,61310074880,48275648,2684248.75
16,2024-Aug-01 00:00:00,62024507392,48838196,2728764.5
16,2024-Sep-01 00:00:00,62735409152,49397960,2773560.75
16,2024-Oct-01 00:00:00,63420145664,49937124,2817191.25
16,2024-Nov-01 00:00:00,64124538880,50491764,2862577.75
16,2024-Dec-01 00:00:00,64803328000,51026240,2906795
16,2025-Jan-01 00:00:00,65502007296,51576384,2952762.25
16,2025-Feb-01 00:00:00,66198257664,52124612,2998975.5
16,2025-Mar-01 00:00:00,66825101312,52618188,3040974.5
16,2025-Apr-01 00:00:00,67516874752,53162896,3087840.5
16,2025-May-01 00:00:00,68184199168,53688344,3133620.5
16,2025-Jun-01 00:00:00,68871593984,54229604,3181416.5
16,2025-Jul-01 00:00:00,69534818304,54751824,3228176.75
16,2025-Aug-01 00:00:00,70218162176,55289888,3277008.25
16,2025-Sep-01 00:00:00,70899564544,55826424,3326321
16,2025-Oct-01 00:00:00,71557201920,56344256,3374482.25
16,2025-Nov-01 00:00:00,72235024384,56877972,3424697.5
17,2019-Apr-01 00:00:00,0,0,0
17,2019-May-01 00:00:00,2214438144,1743652,56106.81641
17,2019-Jun-01 00:00:00,4419979264,3480298.75,119911.0703
17,2019-Jul-01 00:00:00,6495719936,5114740,184297.0156
17,2019-Aug-01 00:00:00,8598839296,6770739,252333.8906
17,2019-Sep-01 00:00:00,10668940288,8400741,321110.2813
17,2019-Oct-01 00:00:00,12637489152,9950779,387778.5938
17,2019-Nov-01 00:00:00,14621953024,11513349,456170.1563
17,2019-Dec-01 00:00:00,16500211712,12992293,521906.9375
17,2020-Jan-01 00:00:00,18400012288,14488198,589299.3125
17,2020-Feb-01 00:00:00,20167510016,15879929,653934.0625
17,2020-Mar-01 00:00:00,21729847296,17110116,712449.625
17,2020-Apr-01 00:00:00,23334901760,18373938,773654
17,2020-May-01 00:00:00,24833236992,19553730,831808.3125
17,2020-Jun-01 00:00:00,26331074560,20733130,890854.0625
17,2020-Jul-01 00:00:00,27735873536,21839272,947135.5625
17,2020-Aug-01 00:00:00,29145282560,22949042,1004469.313
17,2020-Sep-01 00:00:00,30514903040,24027482,1061075.75
17,2020-Oct-01 00:00:00,31805067264,25043362,1115202.25
17,2020-Nov-01 00:00:00,33104576512,26066596,1170548.5
17,2020-Dec-01 00:00:00,34331680768,27032820,1223510.625
17,2021-Jan-01 00:00:00,35570614272,28008360,1277620.5
17,2021-Feb-01 00:00:00,36781715456,28961978,1331374.75
17,2021-Mar-01 00:00:00,37853204480,29805674,1379785.75
17,2021-Apr-01 00:00:00,39015448576,30720824,1433338.625
17,2021-May-01 00:00:00,40117874688,31588874,1485216
17,2021-Jun-01 00:00:00,41235394560,32468814,1538949
17,2021-Jul-01 00:00:00,42297479168,33305100,1591104.625
17,2021-Aug-01 00:00:00,43375992832,34154328,1645192.375
17,2021-Sep-01 00:00:00,44436430848,34989312,1699541.375
17,2021-Oct-01 00:00:00,45446148096,35784368,1752545.375
17,2021-Nov-01 00:00:00,46472650752,36592640,1807957.75
17,2021-Dec-01 00:00:00,47450828800,37362856,1862133.25
17,2022-Jan-01 00:00:00,48446869504,38147140,1918660.25
17,2022-Feb-01 00:00:00,49428791296,38920308,1975753
17,2022-Mar-01 00:00:00,50304147456,39609560,2027882.75
17,2022-Apr-01 00:00:00,51261980672,40363764,2086060.5
17,2022-May-01 00:00:00,52178944000,41085784,2142672.75
17,2022-Jun-01 00:00:00,53116768256,41824228,2201523.25
17,2022-Jul-01 00:00:00,54015455232,42531856,2258857
17,2022-Aug-01 00:00:00,54935474176,43256280,2318550.5
17,2022-Sep-01 00:00:00,55847182336,43974160,2378771.25
17,2022-Oct-01 00:00:00,56721850368,44662872,2437619.25
17,2022-Nov-01 00:00:00,57618165760,45368636,2499065.5
17,2022-Dec-01 00:00:00,58478624768,46046160,2559216.25
17,2023-Jan-01 00:00:00,59361386496,46741248,2622077.5
17,2023-Feb-01 00:00:00,60235902976,47429844,2685755.25
17,2023-Mar-01 00:00:00,61018107904,48045756,2743881.75
17,2023-Apr-01 00:00:00,61875146752,48720584,2808917.5
17,2023-May-01 00:00:00,62696075264,49366988,2872517
17,2023-Jun-01 00:00:00,63535988736,50028332,2938950
17,2023-Jul-01 00:00:00,64340836352,50662076,3003941.25
17,2023-Aug-01 00:00:00,65164836864,51310896,3071731.5
17,2023-Sep-01 00:00:00,65981591552,51954008,3140115.5
17,2023-Oct-01 00:00:00,66765516800,52571272,3206845.5
17,2023-Nov-01 00:00:00,67569246208,53204128,3276373.5
17,2023-Dec-01 00:00:00,68341301248,53812052,3344233.5
17,2024-Jan-01 00:00:00,69133484032,54435812,3414978.5
17,2024-Feb-01 00:00:00,69920309248,55055364,3486356
17,2024-Mar-01 00:00:00,70652272640,55631708,3553594.5
17,2024-Apr-01 00:00:00,71430569984,56244552,3626044
17,2024-May-01 00:00:00,72179802112,56834492,3696831.25
17,2024-Jun-01 00:00:00,72950136832,57441056,3770790.5
17,2024-Jul-01 00:00:00,73692020736,58025212,3843223.5
17,2024-Aug-01 00:00:00,74455064576,58626036,3919018.25
17,2024-Sep-01 00:00:00,75214610432,59224100,3995812
17,2024-Oct-01 00:00:00,75946442752,59800348,4071088.25
17,2024-Nov-01 00:00:00,76699533312,60393332,4149827.75
17,2024-Dec-01 00:00:00,77425491968,60964952,4226923.5
17,2025-Jan-01 00:00:00,78172815360,61553396,4307513.5
17,2025-Feb-01 00:00:00,78917451776,62139728,4389035.5
17,2025-Mar-01 00:00:00,79587852288,62667608,4463454
17,2025-Apr-01 00:00:00,80327778304,63250224,4546723.5
17,2025-May-01 00:00:00,81041661952,63812332,4628165.5
17,2025-Jun-01 00:00:00,81777197056,64391496,4713221
17,2025-Jul-01 00:00:00,82487050240,64950432,4796410.5
17,2025-Aug-01 00:00:00,83218620416,65526476,4883288.5
17,2025-Sep-01 00:00:00,83948331008,66101048,4971109.5
17,2025-Oct-01 00:00:00,84652654592,66655636,5057038
17,2025-Nov-01 00:00:00,85378187264,67226920,5146888
18,2019-Apr-01 00:00:00,0,0,0
18,2019-May-01 00:00:00,3556230144,2800181.25,88936.20313
18,2019-Jun-01 00:00:00,7136752640,5619490,177308.9688
18,2019-Jul-01 00:00:00,10510996480,8276375,261987.8438
18,2019-Aug-01 00:00:00,13922978816,10962976,350360.0313
